CLUSTER_A,CLUSTER_B,SIMILARITY,CONTRAST
67,77,両クラスタは、地域住民と観光客が共存して利用する共同浴場・公衆浴場（amenity=public_bath）を温泉街の核に持ち、学校・郵便局・診療所等の生活インフラと温泉施設が同一生活圏に混在する「日常生活密着型温泉」という本質的性格を共有する。,クラスタA（ID:67）は鉄道・バスで大都市と直結した都市近接型であり、伊香保・上諏訪・飯坂など広域交通網に依存した観光流入構造を持つ。一方クラスタB（ID:77）は東北農村・地方都市の生活圏に根ざし、稲垣・御所・斗南のように農地や山間集落と一体化した純粋生活型ノードを多数含む点が本質的差異である。
68,70,両クラスタとも、温泉施設が観光・秘湯としてではなく、道の駅・老人福祉センター・行政施設などと一体化した「生活密着型の地域インフラ」として機能しており、地域住民の健康増進・社会参加・コミュニティ維持を主目的とする公共的性格を共有している。,クラスタAは九州・四国・東北など広域に分散しつつも「行政・福祉との制度的一体化」が施設設置の背景として明確であるのに対し、クラスタBは全国の離島・堆積平野・火山山麓など地形的多様性がより顕著で、「既存生活インフラの代替・補完」という機能的文脈が施設形態の多様性（孤立型旅館・市営公衆浴場・海浜リゾート等）を横断して貫いており、設置主体の公共性よりも地域インフラ代替機能そのものが本質となっている点で異なる。
69,112,両クラスタとも、住宅地・商業地に立地しamenity=public_bathとして機能する「生活密着型日帰り温浴施設」であり、観光・宿泊目的ではなく地域住民の日常的入浴需要を担う点が本質的共通項である。,クラスタAは扇状地・後背湿地・干拓地など多様な沖積地形に分散しつつも施設業態（道の駅複合型・健康増進施設型等）に明確な類型が見られる都市近郊型であるのに対し、クラスタBは後背湿地・三角州を主体とする低標高の都市平野部に密集し、銭湯から大型複合温浴施設まで業態・地形・地域の均質性が著しく低い点が最大の差異である。
72,73,両クラスタとも山間・谷間の地方部に立地し、地域住民の生活圏と温泉施設が同一空間に共存する「地域密着型温泉」である点が共通する。いずれも大都市圏から離れた過疎・山間地域において、温泉が観光単体ではなく地域コミュニティの維持・活性化に機能的に組み込まれている。,クラスタAが行政主導の政策的整備による「宿泊機能を持たない公設日帰り複合施設」として全国各地の多様な地形に点在するのに対し、クラスタBは河川谷底低地という特定地形条件のもとで自然発生的に形成された「宿泊・湯治を含む温泉街」であり、地域文化・歴史と有機的に結びついた生活インフラとしての連続性を持つ点が本質的な差異である。
74,11,両クラスタとも標高10m以下の沿岸・水際地形（磯・岩礁、砂州・砂礫州、埋立地等）に立地し、海景・潮流との物理的近接性が温泉体験の核心をなす「海と湯の共存」型温泉地という本質的性格を共有している。,クラスタAは道の駅・コミュニティセンター・リゾートホテルなど多様な施設形態を通じた「地域住民の生活インフラ兼観光レクリエーション」機能が核心であるのに対し、クラスタBは野湯から大型リゾートまで規模の幅は広いものの「海没・海岸湧出・港湾直結」という水際との物理的一体性そのものが立地の本質であり、施設の社会的役割よりも地形条件の極端な近接性が分類軸となっている。
76,103,両クラスタとも「火山性地熱を熱源とし、河川・渓谷沿いの谷間地形に立地する」という地質・地形的必然性を共有しており、`natural=water / water=river`の周辺環境が共通して記録されている。標高・地形分類の多様性も両者に共通する内部変異の特徴である。,クラスタAは九州火山帯に地域限定された「流水共存型」で施設性格が旅館街・福祉・自然湧出まで多岐にわたるのに対し、クラスタBは全国分布かつ`amenity=public_bath`主体の「地域密着型公衆浴場」に収斂しており、施設類型の均質性と地理的広域性がAとの本質的差異を形成している。
78,79,両クラスタとも、後背湿地・谷底低地・三角州・扇状地などの沖積低地系地形に多く立地し、公衆浴場・共同浴場・足湯を核とした「地域住民の生活に根ざした公共的温泉利用」という機能的本質を共有している。,クラスタAは住宅地・市街地・農地に溶け込んだ日常的湯治インフラとして生活圏全般に広く分散するのに対し、クラスタBは湖底湧出・河原風呂・足湯整備など水辺・沖積低地の地質条件と直結した「水辺公共浴場拠点」としての立地特異性が際立つ。
80,95,両クラスタとも、後背湿地・三角州・海岸低地などの低平地に立地し、行政・福祉施設と一体化または近接した「地域住民の日常的入浴・健康増進インフラ」としての公共的性格を共有する。観光旅館群を伴わない生活密着型の温泉施設である点が本質的共通項である。,クラスタAは全国各地の多様な地形（砂丘・丘陵・谷底低地・干拓地等）に分散し地形的多様性が高い一方、クラスタBは九州筑後・熊本平野の後背湿地・三角州に地域集中し、農業的低湿地帯という地質的均質性と「天然温泉」深層掘削という供給形態の同質性が際立つ点が最も本質的な差異である。
81,93,両クラスタとも、温泉が「主目的地」ではなく観光・レクリエーション文脈に組み込まれた補完的アメニティとして機能しており、温泉街・旅館街のような自立的集積を形成しない「立ち寄り消費型」の日帰り温泉施設である点が共通する。,クラスタAは公園・美術館・霊場など多様な観光施設群の「付帯設備」として温泉が位置づけられる複合地随伴型であるのに対し、クラスタBは眺望・景観体験そのものを主目的とした「場所消費型」の公衆浴場であり、温泉に求める価値軸が「施設利用の延長」か「景観・体験の主役」かで本質的に異なる。
82,88,両クラスタとも、観光・商業目的ではなく地域住民の日常生活圏に根ざした公共性の高い小規模温泉施設であり、「公共浴場＋駐車場＋住宅系道路」という基本的なミクロ立地構成と、福祉・コミュニティ機能を担う施設としての性格を共有している。,クラスタAは自治体・社会福祉法人が運営主体となる「福祉・公共サービス複合型」施設として全国に広域分散するのに対し、クラスタBは九州・山口の農村・里山地帯に地理的に集中し、菊鹿盆地の後背湿地・谷底低地を典型とする農耕地形に根ざした「地域密着型日帰り家族湯」として、農地や保育園・小学校と近接する生活インフラ的性格がより強い。
83,104,両クラスタとも「公共浴場・公衆浴場型の小規模地域密着施設」を核とし、大型観光リゾートや宿泊歓楽街を伴わない。地域住民・旅人が日常的に利用する「生活に根ざした湯」としての機能的本質を共有しており、UMAP+HDBSCANはこの公共性・小規模性を物理的類似性として抽出している。,クラスタAは社会福祉協議会・デイサービス・公民館等と一体化した「福祉・行政インフラ複合型」であり、温泉が地域生活支援の制度的文脈に組み込まれている。一方クラスタBはamenity=public_bathを主体とする「純粋公衆浴場型」で、福祉施設との制度的結合は薄く、ハイカーや旅人も含む不特定多数への開放性が際立つ。
84,85,両クラスタとも九州全域に分布し、観光・湯治目的ではなく地域住民の健康増進・福祉サービスを主目的とした公共性の高い日帰り温浴施設である点が共通する。老人福祉施設・地域コミュニティ施設との近接立地も両者に共通する本質的特徴である。,クラスタAは福祉・医療施設に物理的に併設・直結した「施設付帯型」であり高齢者ケアとの一体性が際立つのに対し、クラスタBは自治体が独立整備した「公共インフラ型」であり、谷底低地を中心とした山間立地と多様な地質・泉質成因の幅広さが特徴的な差異をなす。
91,118,両クラスタともにamenity=public_bathとして記録された施設が、住宅地・商店街・駅周辺の日常生活圏に立地し、観光的孤立性を持たない「街なかの湯」として地域住民の日常入浴需要を支える生活密着型公衆浴場である点が共通する本質的特徴である。,クラスタAは扇状地・砂州・後背湿地・台地など多様な低平市街地地形に広域分散し、観光色を排した純粋な生活銭湯が主体であるのに対し、クラスタBは谷底低地・自然堤防・三角州など東京低地系地形への集中傾向が強く、bath:type=onsen明示施設や伊東市のような観光温泉地的文脈を持つノードが混在するなど、温泉性・観光性の介在度において明確に異なる。
94,80,両クラスタとも、観光・リゾート目的ではなく地域住民の健康増進・福祉・社会参加を主目的とした行政主導の公共温泉施設であり、日常生活圏に根ざした「生活インフラとしての温泉」という本質的機能を共有している。,クラスタAは九州〜中国・近畿の広域に分布し地形的多様性の中で「公共温泉」機能が自立的に展開するのに対し、クラスタBは老人福祉センターや保健福祉総合センター等の行政福祉施設との複合・一体化が構造的特徴であり、温泉が福祉サービス提供体制に組み込まれた「福祉複合施設の一機能」として位置づけられる点が本質的差異である。
98,101,両クラスタともにamenity=public_bathを核とし、観光・療養目的ではなく高齢者福祉・地域保健を担う「生活インフラとしての公衆浴場」という機能的本質を共有する。周辺に社会福祉施設・生活インフラが集積し、日常的利用を前提とした地域密着型の運営形態が共通している。,クラスタAは老人福祉センター・保健福祉センターと一体的に運営される「福祉施設附設型浴場」として全国分散立地するのに対し、クラスタBは九州を中心とした地域集積を示しつつ、コミュニティセンターや道の駅との複合型が主体で「地域コミュニティ拠点型浴場」としての性格が強い。すなわち、前者は福祉行政サービスの一機能、後者は地域住民の自律的な交流・保健拠点という運営主体と立地文脈の差異が本質的な分岐点である。
99,102,両クラスタとも、山間・渓谷沿いの自然環境に立地し、大規模商業リゾートとは一線を画す小規模・地域密着型の温泉地である点が共通する。また、単なる入浴施設を超えた「場の固有性」——歴史・文化・自然・地域生活——が温泉体験の核心を形成しており、地域文脈と不可分な温泉地としての本質を共有している。,クラスタAは産業遺産・世界遺産・鉄道など地域固有の歴史的・文化的文脈が温泉体験を規定する「文脈依存型」であるのに対し、クラスタBは河川沿い山間地における湯治・保養文化の継続性と療養効能が中心軸となる「湯治保養特化型」であり、温泉が担う社会的機能の性格が本質的に異なる。
100,88,両クラスタとも`amenity=public_bath`を主体とする小規模施設であり、観光消費ではなく地域住民の日常生活・福祉・湯治を支える「生活インフラ型温泉」という本質的機能を共有する。地形・地質・標高の多様性にかかわらず、この地域密着性が両クラスタを貫く共通核である。,クラスタAは全国分散・地形10種超・福祉施設併設という「地理的・制度的多様性」を持つ普遍的モデルであるのに対し、クラスタBは九州・山口の農村・里山という特定地域の農耕地形（後背湿地・谷底低地）に根ざした「家族湯」文化圏に収斂しており、地域的・文化的固有性が際立つ。
105,104,両クラスタはともにamenity=public_bathを主タグとする日帰り・立寄り型の小規模温泉施設群であり、大型宿泊リゾートや歓楽街を伴わない「通過・立寄り利用」に特化した公衆浴場としての機能的本質を共有している。また、火山性地形を含む多様な地形分類上に立地し、駐車場等の基礎インフラを伴う点も共通する。,クラスタAは中高標高帯（211〜966m）の火山性地形に偏在し、観光地周縁部への「消費型湯浴み拠点」としての立地文脈が卓越するのに対し、クラスタBは低標高（4.9m〜）から中標高まで幅広く、九州〜関東の広域に分布する地域住民密着型施設が中核であり、火山性・非火山性地質の混在や生活インフラとの近接性など「地域生活圏への埋め込まれ方」が本質的差異である。
107,121,両クラスタとも、観光旅館や温泉リゾートとは無縁の「地域住民の日常的入浴インフラ」として機能するamenity=public_bath施設群であり、周辺に住宅・商業・生活利便施設が混在する都市生活圏への立地という本質的同質性を共有している。,クラスタAが近畿・東海・中国・九州の大都市圏住宅密集地に特化した純粋な「銭湯型生活インフラ」であるのに対し、クラスタBは関東〜東海の広域に分布し、熱海・伊東の観光温泉地における市営共同浴場・足湯・間歇泉施設・文化財転用施設など多様な業態を内包する点で、「生活密着性」に加えて「観光温泉地との地理的・文化的接続性」という異質な次元を持つ。
109,108,両クラスタとも、後背湿地・自然堤防・三角州などの沖積低地を主たる立地基盤とし、amenity=public_bathに分類される銭湯・公衆浴場が住宅・コンビニ・薬局・小学校等の生活圏施設と共存する「観光・保養と無縁な地域住民の日常入浴インフラ」という本質的機能を共有している。,クラスタBが標高0〜10m未満の大都市沖積低地に集中する純粋な下町型公衆浴場（amenity=public_bath）に特化するのに対し、クラスタAは標高-0.3m〜389.4mに及ぶ多様な地形分類上に分布し、天然温泉・ラドン泉・大型スーパー銭湯・歴史的温泉地（有馬）まで包含する施設形態・立地環境の幅広さが本質的差異である。
110,120,両クラスタとも、低平地〜台地の都市生活圏に立地するamenity=public_bath型施設であり、観光・リゾート性を持たず、地域住民の日常的入浴インフラとして機能する「街の湯」という本質的性格を共有している。,クラスタAは砂礫質台地・三角州・自然堤防など多様な地形に分布しつつも施設規模・観光性のばらつきが大きく鶴巻温泉のような観光的外縁を含むのに対し、クラスタBは歓楽・高級・コリアタウン等の都市社会的文脈の多様性が際立ち、施設規模もスーパー銭湯から小規模銭湯まで幅広い点で、「地形的多様性＋観光性の混在」対「社会的文脈の多様性＋施設規模の幅広さ」という軸で両者は分岐する。
111,123,両クラスタともに「amenity=public_bath」を核とし、コンビニ・飲食店・交通機関が密集する都市生活圏に自然に組み込まれた公衆浴場クラスターである点が共通する。地形的制約に依存せず、高密度な商業・住宅混在地区の生活インフラとして機能している。,クラスタAは純粋銭湯からサウナ特化・スパリゾート型まで「業態の多様性」が際立つのに対し、クラスタBは埋立地・干拓地・三角州など「地形分類の多様性」と標高差（-1.6m〜88.1m）が顕著で、大型商業施設内型や観光施設隣接型など「施設の立地文脈の複合性」がより強く表れている。
112,113,両クラスタとも、後背湿地・自然堤防・扇状地などの沖積低地系地形上の低〜中位標高帯に立地し、住宅・商業・学校等の生活施設に囲まれた「観光性を持たない生活密着型日帰り入浴施設」という機能的本質を共有している。,クラスタAは全国広域に分散し地形・業態・立地環境の多様性が極めて高い「機能的類似性による集合体」であるのに対し、クラスタBは近畿圏を中心とした地理的集中性が高く、扇状地・自然堤防主体の均質な地形条件下に立地する「地域生活圏密着型」の凝集性が際立つ。
113,118,両クラスタとも「住宅地・商店街・鉄道駅至近の生活圏」に立地するamenity=public_bath施設を核とし、観光リゾートや山岳秘湯とは対極にある「日常的入浴インフラ」としての機能を本質的に共有している。,クラスタAは扇状地・自然堤防・丘陵など標高5〜39mの近畿・四国圏に分布し、施設規模や観光性に大きな振れ幅を持つ「郊外生活圏型」であるのに対し、クラスタBは後背湿地・三角州・ローム台地など標高−0.4〜101mと地形的多様性が極めて高い首都圏・東海圏の「都市密集住宅地型」銭湯群であり、地域スケール・地形環境・都市密度の次元で本質的に分岐している。
114,115,両クラスタとも`amenity=public_bath`を核とし、三角州・ローム台地・後背湿地など多様な地形上に立地しながら、住宅密集地の生活圏内（半径数百m以内にコンビニ・学校・商店街が集積）に根ざした「徒歩圏の近隣生活インフラとしての公衆浴場」という機能的本質を共有している。,クラスタAは東京23区・武蔵野台地・仙台・静岡など広域に分散しつつも施設スペックや周辺土地利用が均質な「生活圏密着型銭湯」に収束するのに対し、クラスタBは東京・川崎・横浜・名古屋・大阪・京都と都市圏が多様化し、廃業済み施設からホテル高層階温泉・複合型サウナまで施設規模と機能の異質性が際立つ「都市圏横断型・多機能分散クラスタ」である。
116,125,両クラスタとも、住宅密集地に立地し地域住民の日常的入浴需要を担う「生活密着型銭湯」という本質を共有する。周辺環境は商店街・寺社・公立学校など純粋な生活インフラで構成され、観光・リゾート的要素は皆無。谷底低地・三角州・ローム台地など多様な地形分類にまたがりながらも、小規模で地名・縁起名を冠した施設名称が多く、地域コミュニティの日常的拠点として機能している点が共通する。,クラスタAは大阪・福岡・横浜・広島など全国各地の都市部に広域分散し、干拓地・埋立地・扇状地・後背湿地など地形的多様性が極めて高く、複合商業施設内温浴・環境センター余熱利用・観光公営浴場など施設形態のスペクトルも広い。一方クラスタBは東京低地・台地縁辺部という地理的まとまりが明確で、ローム台地と沖積低地の二元的地質構造を基盤とした純粋な街の銭湯に特化しており、施設形態の均質性と東京圏という地域的凝集性が際立つ。
117,120,両クラスタとも「amenity=public_bath」を核とし、住宅街・商店街・生活インフラと混在する都市密集地に立地する「生活密着型銭湯・公衆浴場」であり、観光・保養目的ではなく地域住民の日常的入浴需要を担う近隣型施設としての本質を共有している。,クラスタAは台東・墨田・荒川区を中心とした東京下町の沖積低地に地理的・文化的に集中し均質性が高いのに対し、クラスタBは三角州・後背湿地・自然堤防・谷底低地・ローム台地と多様な地形上に、東京・川崎・大阪・名古屋と広域分散立地し、都市的文脈の多様性が際立つ。
119,111,両クラスタとも、大都市圏の住宅・商業混在地区に立地するamenity=public_bathを核とした都市生活インフラ型公衆浴場であり、三角州・ローム台地・後背湿地など多様な地形に地形的制約なく分布し、地域住民の日常的入浴需要を担う点で本質的に共通する。,クラスタA（ID:119）は東京・名古屋・大阪・広島・福岡など全国広域に分散し、大型スパ施設から文化財銭湯まで施設規模・業態の振れ幅が極めて大きい「広域分散・多業態混在型」であるのに対し、クラスタB（ID:111）は歓楽街・観光商業街・住宅街など立地文脈の多様性を保ちつつも、サウナ特化型・岩盤浴複合型など現代的業態への特化傾向が強い「都市文脈埋め込み型」であり、周辺施設との文脈的結合度の高さが本質的差異をなす。
122,107,両クラスタはともに、観光旅館や高級施設ではなく「amenity=public_bath」として登録された公衆浴場・銭湯型施設を核とし、地域住民や一般利用者が日常的・開放的に利用できる入浴インフラとして機能している点を共有する。また、いずれも低〜中標高の平地・低地系地形に立地し、周辺に商業・飲食・生活施設が混在する市街地環境に埋め込まれている。,クラスタAは観光客と地元住民が共存する「歓楽・商業街区の温泉インフラ」であり、居酒屋・スナック等の歓楽施設や旅館との混在が本質的特徴である。一方クラスタBは観光施設・旅館が皆無で、小中学校・スーパー・診療所等に囲まれた純粋な「住宅生活圏の日常入浴インフラ」であり、観光性の有無が両クラスタを分ける最も本質的な軸である。
123,124,両クラスタとも「amenity=public_bath」系施設が標高0〜90m程度の都市平坦地（ローム台地・三角州・干拓地・埋立地・後背湿地・扇状地等）に立地し、山岳・自然地形と無縁な「都市生活圏に溶け込んだ日常的温浴インフラ」として商業・交通機能と共存している点が本質的共通特性である。,クラスタAは住宅街密着型・歓楽街隣接型を含む「地域生活圏への分散埋め込み」が特徴であるのに対し、クラスタBは再開発複合施設・駅ビル・交通ターミナルとの同一街区立地が卓越しており、「広域商業・交通結節点への集中統合型」という都市機能との結合様式が本質的相違点である。
126,127,両クラスタとも「温泉」を名乗りながら実態は都市型公衆浴場（銭湯）であり、沖積低地（後背湿地・三角州・干拓地等）の標高0〜20m前後に立地し、地域住民の日常的入浴施設として機能する生活密着型施設が中核を占める点で本質的に共通する。,クラスタAは砂礫質台地・扇状地・自然堤防・谷底低地を含む地形的多様性と全国広域分散が際立ち、天然温泉・廃業施設・観光地立地など施設性格の振れ幅が大きい。一方クラスタBは立地の均質性（低平な沖積低地・標高0〜10m）に収束し、日常生活インフラとの近接性が全ノードに共通する「街なか銭湯」としての一貫性が本質的差異である。
128,129,両クラスタとも「都市生活圏に埋め込まれた日常密着型公衆浴場・銭湯」という機能的本質を共有し、観光消費ではなく地域住民の生活再生産を担う施設として、住宅・商店街・生活インフラと混在する既成市街地に立地している点が一致する。地形分類は三角州・後背湿地・砂礫質台地・扇状地など多岐にわたるが、土地利用の質的同一性（低密度住宅混在市街地＋生活系小売・サービス業）によってHDBSCANに類似地点として捉えられている。,クラスタAは地形・地域の多様性が極めて大きい一方で「生活系施設構成の収束」が際立つ局所密着型の銭湯群であるのに対し、クラスタBは大規模商業・工業地帯・歴史的城下町・震災復興市街地・温泉観光地など周辺施設の性格が多様で、「都市内生活圏型銭湯」という機能が地域的・歴史的文脈を超えて普遍的に分布する点が本質的な差異である。
130,132,両クラスタとも、三角州・自然堤防・後背湿地・ローム台地など多様な地形に立地しながら、コンビニ・商店街・寺社・コインランドリーといった生活インフラと混在する街区内に位置し、観光・療養ではなく近隣住民の日常的衛生・交流拠点として機能する「生活密着型銭湯」という本質的性格を共有している。,クラスタAは渋谷・品川・横浜など社会経済的プロフィールが多様な広域都市圏に分布し、ローム台地（最大標高37.4m）を含む地形的・文化的多様性が際立つのに対し、クラスタBは東京23区東部の沖積低地（三角州・埋立地・後背湿地）に集中し、旧来の下町住宅密集地への地理的・地形的偏在が本質的差異を形成している。
131,133,両クラスタとも、観光・療養目的の温泉施設ではなく、地域住民の日常的な入浴需要を担う銭湯・公衆浴場を核とし、廃業施設を含む多様な業態が混在する「生活インフラ型浴場」としての本質を共有している。,クラスタAは大阪・名古屋・横浜等の干拓地・後背湿地を含む工業混在低平地に広域分散立地するのに対し、クラスタBは東京圏・神奈川圏のローム台地・沖積低地を主体とする住宅密集地に特化しており、立地圏域・地形基盤・周辺土地利用の性格が根本的に異なる。
