CLUSTER_ID,CLUSTER_SIZE,SAMPLE_COUNT,CORE_TRAIT,VARIATION
76,11,11,九州火山帯の地熱を基盤としながら、河川・渓谷という水系に沿って立地する「流水共存型温泉」という点がこのクラスタの本質的特徴である。ノード情報を横断すると、安楽本家塩湯温泉（天降川水系）・日の出温泉きのこの里（石坂川渓谷）・ラムネ温泉館（芹川沿い）・青井岳温泉（河川・池隣接）・姶良市くすの湯（河川・農地隣接）・黒川温泉（田の原川渓谷）など、ほぼ全ノードで `natural=water / water=river` または渓谷・川沿いの立地が確認できる。火山性丘陵・山地という地形分類が示す地熱供給源と、河川侵食によって形成された谷地形が組み合わさることで、湧出点が水辺に集中するという地質的必然性がこのクラスタを規定している。桜島有村町の「干潮時に海岸から湧出する温泉」という極端な事例も、この火山熱源×水系接触という構造の延長線上にある。,標高・地形分類・施設規模・アクセス性・泉質・文化的文脈の各軸で顕著な多様性が見られる。【標高・地形】海域（有村町）から701m（黒川温泉）まで約700mの標高差があり、地形分類も「海域」「谷底低地（姶良市24.5m）」「丘陵（湯の谷20.7m）」「火山性丘陵（複数）」「山地（南小国529m・青井岳237m）」と多層的である。【施設規模・性格】黒川温泉のような全国的ブランド旅館街から、南小国町介護予防拠点施設「湯夢プラザ」という福祉・地域医療型施設、針持温泉のような廃線跡地に残る小規模公衆浴場、有村町の自然湧出点まで、施設の性格が極めて幅広い。【泉質・文化】長湯温泉の「日本一の炭酸泉」（ラムネ温泉館）、塩浸温泉の坂本龍馬湯治伝説、和気神社の歴史的配流地という文化的付加価値も施設ごとに異なる。【アクセス】国道57号幹線沿い（岡城天然温泉）から幅1.5m未満の山道（針持温泉）まで道路規格も多様で、観光地化の度合いに大きな差がある。
77,15,15,このクラスタの本質的特徴は「地方都市・農村の生活圏に根ざした共同浴場型温泉」である。稲垣温泉（青森県つがる市・自然堤防・農地隣接）、赤湯温泉（山形県南陽市・自然堤防/後背湿地・共同浴場4か所）、飯坂温泉（福島県福島市・砂礫質台地・鯖湖湯など共同浴場8か所）、浅虫温泉（青森県青森市・谷底低地・松の湯・鶴の湯）、遠刈田温泉（宮城県蔵王町・砂礫質台地・神の湯・壽の湯）など、いずれも観光旅館と並行して地域住民が日常的に利用する共同浴場・公衆浴場（amenity=public_bath）を核に持つ。斗南温泉（むつ市）や御所温泉（弘前市相馬地区）も同様に地域生活施設と一体化している。リゾート型・秘湯型とは異なり、学校・郵便局・老人福祉センター・公民館・診療所といった生活インフラが温泉施設と同一生活圏に混在する点が、このクラスタ固有の性質を端的に示している。,地域・地形・土地利用・地質・周辺施設の各軸で多様性が顕著である。【地域】青森（浅虫・稲垣・御所・斗南）、山形（赤湯）、福島（飯坂）、宮城（遠刈田）、兵庫（奥香の湯）と東北を中心に広域分散し、一部は本州西部にも及ぶ。【地形】自然堤防（稲垣・赤湯・とわの湯）、谷底低地（浅虫3ノード）、砂礫質台地（飯坂2ノード・遠刈田2ノード）、後背湿地（赤湯あずま湯）、三角州・海岸低地（斗南）、扇状地（鶴岡）と多様な地形分類にまたがる。【標高】3m台の低平地から310m超の台地まで幅広い。【土地利用】農地（稲垣・farmland）、温泉街商業集積（飯坂・遠刈田）、海岸観光地（浅虫）、山間集落（御所）と土地利用形態も多岐にわたる。【周辺施設】飯坂は旧堀切邸・芭蕉ゆかりの史跡が密集する歴史文化型、遠刈田はこけし・刈田嶺神社・蔵王観光との複合型、浅虫は水族館・ヨットハーバーを擁するレジャー複合型、稲垣は農村生活施設のみに囲まれた純粋生活型と、周辺施設の性格が大きく異なる。これらの差異はノード情報の施設タグ（tourism=museum、tourism=attraction、shop=toys等）と周辺Wikipedia記事の内容に明確に反映されている。
78,58,50,このクラスタの本質的特徴は「生活圏密着型の日常湯治施設」である。ノード群を横断すると、観光地として独立した温泉街ではなく、住宅地・農地・市街地の中に溶け込んだ公衆浴場・家族湯・共同浴場が圧倒的多数を占める。後背湿地・谷底低地・扇状地・三角州など低平な生活地形に立地し、周辺施設として小学校・中学校・市役所・保育園・老人福祉センター・コミュニティセンターが頻出する点が決定的証拠である。三朝温泉（谷底低地・旅館街）や伊豆大島（火山山麓地・観光地）のような例外はあるが、大多数は「地域住民が日常的に通う湯」として機能しており、観光消費よりも生活インフラとしての性格が際立つ。,最も多様性が見られるのは「地形・立地環境」と「施設の運営形態・規模」の両軸である。地形分類だけでも後背湿地（複数）・谷底低地（複数）・扇状地・三角州・海岸低地・火山地・火山山麓地・火山性丘陵・砂礫質台地・ローム台地・丘陵・山地・岩石台地・干拓地・旧河道・砂州・砂礫州と極めて広範囲にわたる。標高も−1.4m（干拓地・木曽岬）から382.2m（火山性丘陵・高千穂）まで分布する。運営形態も、道の駅併設型（富士見温泉・やよいの湯・くるら戸田・ふれあいパークみの・蛍街道西ノ市）、ショッピングセンター内温浴（マーゴの湯）、福祉複合施設型（みゆきの里・水の郷）、リゾートホテル付帯型（ラフォーレ修善寺・しあわせの村）、区営・共同浴場型（湯田区営温泉・加茂共同浴場）、離島温泉（伊豆大島・弓削島）まで多岐にわたり、地域・土地利用・地質・周辺施設の組み合わせが各ノードで固有の文脈を形成している。
79,15,15,このクラスタの本質的特徴は「水辺・低湿地立地型の公衆浴場・足湯整備温泉地」である。はわい温泉（標高0.7m・1.7m、三角州・海岸低地）は汽水湖・東郷湖の湖底湧出という全国的にも稀な地質条件を持ち、湖岸埋立地に温泉街が形成されている。三朝温泉（標高73.1m、谷底低地）は三徳川沿いの河川低地に立地し、河原風呂・飲泉所・足湯（株湯）が整備される。道の駅国上（標高9.5m、後背湿地）も足湯「酒呑童子の湯」を備える。自然堤防・後背湿地・三角州といった沖積低地系の地形分類が複数ノードに共通し、いずれも公衆浴場（amenity=public_bath）や足湯が核となっている点が、このクラスタを「水辺沖積低地に根ざした公共浴場・足湯拠点型温泉地」として特徴づける根拠である。,地域的多様性は顕著で、鳥取県湯梨浜町（はわい温泉）・鳥取県三朝町・宮城県蔵王町（遠刈田温泉、砂礫質台地310m前後）・宮城県七ヶ宿町（谷底低地338m）・新潟県長岡市（自然堤防20.9m）・新潟県燕市（後背湿地9.5m）・富山市（扇状地31m）・山形県寒河江市（扇状地99m）・山梨県韮崎市（扇状地382m）・岡山県津山市（谷底低地411m）・群馬県昭和村（火山地492m）と全国各地に分散する。地形分類も三角州・海岸低地、谷底低地、自然堤防、後背湿地、扇状地、砂礫質台地、火山地、山麓地と多岐にわたる。施設形態も、大型旅館街（はわい温泉）・公衆浴場単体（韮崎旭温泉・みいずみ温泉）・道の駅付設足湯（あぐりーむ昭和・道の駅国上）・健康複合施設（とやま健康パーク）・神社門前温泉（弥彦）・湯治型温泉街（遠刈田・三朝）と幅広く、泉質・規模・観光機能の集積度においても大きなばらつきが見られる。
80,15,15,このクラスタの本質的特徴は「福祉・公共サービス複合型の生活密着温泉」である。各ノードを横断すると、温泉施設が単独の観光・湯治拠点として存在するのではなく、老人福祉センター（羽島温泉）、保健福祉総合センター（天神の湯・ウェルス幸手）、健康スポーツセンター（七ヶ浜アクアリーナ）、総合福祉会館（太田温泉やまぶきの湯）など、行政が運営する福祉・健康増進施設と一体化または隣接する形で立地している点が際立つ。観光客向けの旅館・ホテル群を伴う温泉地とは異なり、地域住民の日常的な健康維持・介護予防・社会参加を主目的とした「公共浴場としての温泉」という性格が全ノードに共通する。新地駅前温泉（つるしの湯）のように商業立地に見えるノードも、震災復興後の地域再生文脈に位置づけられており、観光よりも生活インフラとしての機能が優先されている。,最も多様性が見られる側面は「地形・地質環境」と「立地スケール（都市近郊型vs農村孤立型）」の組み合わせである。地形分類だけでも、三角州・海岸低地（福田健康福祉会館・うずしお温泉・海津温泉・新潟市潟東ゆう学館）、後背湿地（羽島温泉・いなほの湯）、干拓地（健康ホルミシスルーム快癒）、旧河道（天神の湯）、砂丘（柏崎アクアパーク）、砂礫質台地（萩の湯・さんゆ〜館）、丘陵（七ヶ浜・わくや天平の湯）、谷底低地（太田温泉やまぶきの湯）と極めて多岐にわたる。標高も−0.1m（海津）から61m（さんゆ〜館）まで幅広い。周辺土地利用も、農地・水田卓越の農村型（羽島・潟東・加須・大野原）から、駅前商業地型（新地・柏崎）、住宅団地型（七ヶ浜汐見台・倉敷藤戸）まで多様である。一方で、いずれも大規模温泉観光地ではなく、コミュニティバスや路線バスが主要アクセス手段となる点は共通しており、「交通利便性の低い生活圏内の公共温泉」という構造的共通性の中に地形・地域の多様性が内包されている。
81,9,9,このクラスタの本質的特徴は「観光・レジャー複合地に付帯する立ち寄り湯型温泉」である。各ノードに共通するのは、温泉施設単体が主役ではなく、公園・キャンプ場・美術館・スケートリンク・霊場巡礼路など多様な観光・レクリエーション施設が周辺に展開し、温泉がその補完的アメニティとして機能している点である。秩父ミューズパーク内の「樹音の湯」、箱根仙石原のポーラ美術館近傍の温泉群、日光霧降アイスアリーナ隣接の「春暁庭ゆりん」、秩父三十四箇所巡礼路沿いの温泉など、いずれも「目的地への途中」あるいは「複合施設の一要素」として位置づけられており、温泉地としての自立的な集積（温泉街・旅館街）を形成していない。この構造はノード情報における周辺施設の多様性と、温泉施設の規模・情報量の相対的な薄さに明確に反映されている。,地域・地形・地質・土地利用の各軸で顕著な多様性が認められる。【地域】埼玉県秩父市（ローム台地・砂礫質台地）、神奈川県箱根町（火山山麓地・カルデラ）、栃木県日光市（火山山麓地・谷底低地）、宮城県仙台市秋保（砂礫質台地）と、関東・東北にまたがる広域分布を示す。【地形・地質】標高117.8m（秋保・砂礫質台地）から887.6m（箱根姥子・火山山麓地）まで約770mの標高差があり、ローム台地・砂礫質台地・火山山麓地・火山性丘陵・谷底低地と地形分類も5種に及ぶ。火山性地形（箱根・那須・日光）と非火山性堆積地形（秩父）が混在する点は地質的多様性を示す。【土地利用】県営公園（秩父ミューズパーク）、国立公園内美術館（ポーラ美術館）、霊場巡礼路（秩父三十四箇所）、スポーツ施設（アイスアリーナ）、ロープウェイ沿線（箱根姥子）など、周辺の土地利用形態が極めて多岐にわたり、温泉が立地する文脈の均質性は低い。これらはノード情報の周辺施設・Wikipedia記事の内容の多様性に直接裏付けられる。
82,27,27,地域住民の生活圏に根ざした「福祉・公共サービス複合型」温泉施設群。観光・湯治目的ではなく、自治体や社会福祉法人が運営主体となり、健康増進・高齢者福祉・地域コミュニティ機能を担う施設として立地している点が本クラスタの本質的特徴である。根拠として、「綾川町社会福祉センター・もみじ温泉」「宇土市健康福祉館・あじさいの湯」「小郡市総合保健福祉センター・あすてらす・満天の湯」「溝辺ふれあい温泉センター」「牧園町老人福祉センター」「高串温泉・肥前町福祉センター」など、施設名称に「社会福祉」「健康福祉」「ふれあい」「老人福祉」が直接冠されるケースが多数確認される。また周辺施設にsocial_facility=group_homeやsocial_facility=outreachが繰り返し出現し、福祉施設との複合立地が構造的に見られる。,地形・地質・地域・土地利用形態において多様性が顕著である。【地形】標高は1.6m（三角州・海岸低地、高串温泉）から297.2m（火山地、湯郷三島温泉）まで幅広く、地形分類も谷底低地・後背湿地・ローム台地・火山山麓地・火山性丘陵・扇状地・自然堤防・三角州・海岸低地・丘陵・砂礫質台地と10種類以上に及ぶ。【地質・地域】九州（鹿児島・熊本・宮崎・福岡・佐賀・大分）、四国（香川）、近畿（京都・三重・和歌山）、関東（千葉・茨城）、東海（愛知・静岡）と全国に分散し、火山性地帯（霧島・薩摩）から非火山性の台地・低地まで地質的背景も異なる。【土地利用・周辺施設】亀岡駅前のスタジアム隣接足湯（都市型）、霞ヶ浦畔の国民宿舎付帯施設（水辺型）、ゴルフ場隣接（湯郷三島温泉）、病院複合（県民健康プラザ）など、周辺の土地利用形態も多岐にわたる。一方で「公共浴場＋駐車場＋住宅系道路」という基本的な施設構成は共通しており、ミクロスケールでの類似性がクラスタ形成の基盤となっていると考えられる。
83,8,8,地域住民の生活福祉インフラとして機能する「公共浴場型温泉」。観光集客を主目的とせず、社会福祉施設・公民館・道の駅・デイサービスセンターなど地域コミュニティ施設と一体化・隣接して立地する点が、このクラスタの最も本質的な特徴である。鍛冶屋温泉に隣接する八頭町社会福祉協議会運営の福祉センター、紅葉温泉のデイサービスセンター、カルストの湯の高齢者福祉施設としての性格、道の駅願成就温泉の公共交通結節点的立地がその根拠として挙げられる。温泉そのものが「観光資源」ではなく「地域生活資源」として位置づけられている。,地形・地質・地域の多様性が顕著である。標高は73.9m（丘陵・山口県美祢市）から716m（火山地・熊本県阿蘇郡）まで幅広く、地形分類も谷底低地（鳥取県八頭町）・火山性丘陵（大分県竹田市・熊本県）・火山地（熊本県小国町周辺）・山麓地（山口県山口市）・山地（徳島県三好市・つるぎ町）・丘陵（山口県美祢市）と多岐にわたる。地質的にも火山性地盤（九州）とカルスト地形（秋吉台周辺）・非火山性山地（四国・中国山地）が混在する。分布地域も鳥取・大分・熊本・山口・徳島と西日本全域に散在し、地理的連続性はない。一方で「公共浴場＋地域施設の複合立地」という機能的共通性がUMAP+HDBSCANによって抽出されたと解釈できる。
84,26,26,このクラスタの本質的特徴は「福祉・医療・地域コミュニティ施設に併設・隣接した生活密着型公衆浴場」である。荒尾温泉（在宅介護支援センター隣接）、溝辺ふれあい温泉センター（social_facility=group_home）、飯塚市福祉センター伊川の郷（福祉センター併設）、日吉老人福祉センター（老人福祉センター直結）、中村温泉病院みやびの湯（病院内施設）、七城温泉ドーム（バス停「七城温泉前」が熊本電鉄路線上）など、複数ノードで温泉・公衆浴場がsocial_facility・hospital・community_centreと同一または隣接地に立地している。観光・湯治目的ではなく、高齢者福祉・地域住民の日常的健康維持を主目的とした「福祉連携型地域浴場」という性格がクラスタ全体を貫く固有の特質である。,地形分類は砂丘（標高4.4m・かせだ海浜温泉）から火山性丘陵（標高100.5m・ゆすいん、92.1m・猿ヶ城ラドン療養泉）、ローム台地・谷底低地・後背湿地・自然堤防・山地・火山山麓地まで9種類に及び、標高も4.4m〜100.5mと幅広い。地域は熊本県（荒尾市・玉名市・菊池市・八代市・天草市）、鹿児島県（垂水市・薩摩川内市・日置市・霧島市・肝付町・南さつま市・姶良市・鹿屋市）、福岡県（飯塚市）、長崎県（長崎市近郊）と九州全域に分散する。施設形態も市区町村営の公衆浴場（溝辺・七城）、民間家族風呂（荒尾・山翠）、病院付帯浴場（中村温泉病院）、道の駅併設（東陽交流センター）、総合公園内ドーム型（高山温泉ドーム・七城温泉ドーム）、ラドン療養泉（猿ヶ城・しすいラドン）と多様であり、地質・泉質面でも炭酸水素塩泉・塩化物泉・ラドン泉が混在する。周辺土地利用も住宅地・農地・森林・河川沿い低地と多岐にわたる点がvariationの根拠である。
85,18,18,九州・西日本の山間谷底低地に立地する自治体運営型の日帰り公衆浴場施設群。「七里田温泉下の湯」「木浦名水館唄げんかの湯」「クアハウスハピネス」「山香温泉センター」「霧島市温泉健康増進交流センター神乃湯」「宇土市健康福祉館あじさいの湯」など、施設名に自治体名・福祉的名称・「センター」「館」「の湯」を含む例が多く、地域住民の健康増進・福祉サービスとして整備された公共性の高い温浴施設であることが共通する本質的特徴である。老人憩の家・社会福祉施設・小学校・郵便局などの公共施設との近接も複数ノードで確認でき、観光集客よりも地域生活インフラとしての位置づけが際立つ。,地形・地質・立地・周辺環境の各側面で多様性が顕著である。地形分類は谷底低地（10ノード）が最多だが、山地・火山性丘陵・砂礫質台地・ローム台地・三角州・海岸低地も含まれ、標高も6.5m（宇土市）から652.5m（雲仙温泉）まで幅広い。地質面では、木浦鉱山ノードに見られるスカルン鉱床・仏像構造線・エメリー鉱床という特異な地質環境から、雲仙の硫黄泉・火山性地熱、藺牟田温泉のラドン泉まで多彩な成因が混在する。周辺施設も、廃線跡を活用したBRT停留所（歓遊舎ひこさん）・鉱山集落の郵便局・ソーラー発電所・ホステル・ミニチュアゴルフ場など異質な要素が並存し、観光型（雲仙観光ホテル・国立公園）から純粋な生活施設型（ふれあいの里・白雲荘）まで施設規模・性格の振れ幅が大きい。
86,25,25,このクラスタの本質的特徴は「都市生活圏内の銭湯・日帰り温泉施設」である。ノード情報に登場する温泉・入浴施設は、清水温泉（愛知県瀬戸市）、西武秩父駅前温泉 祭の湯（埼玉県秩父市）、深大寺天然温泉 湯守の里（東京都調布市）、のぼり湯（東京都三鷹市）、よしの湯（神奈川県川崎市）、陽気館・小川布袋の湯（静岡県伊東市）、湯パーク（東京都世田谷区）、弘善湯（東京都世田谷区）、雲母湯（京都市左京区）、福井湯（滋賀県大津市）、三興湯（兵庫県尼崎市）、荒子温泉（愛知県名古屋市）、法典の湯（千葉県船橋市）、筑西遊湯館（茨城県筑西市）、いずみの湯（静岡県熱海市）、楽の湯（愛知県岡崎市）、富士見湯（東京都昭島市）、横浜青葉温泉 喜楽里別邸（神奈川県横浜市）、スパ&ホテル舞浜ユーラシア（千葉県浦安市）など多数に及ぶ。これらは住宅地・商業地・鉄道駅前など都市的土地利用の中に立地し、地域住民の日常的な入浴需要を担う施設として共通している。熱海・伊東のような歴史的温泉観光地の施設も含まれるが、いずれも「観光旅館の宿泊温泉」ではなく「日帰り・公衆浴場型」の性格を持つ点が一貫している。,このクラスタでは、地域・地形・土地利用・施設規模の各側面で顕著な多様性が見られる。地域面では、東京都（調布市・三鷹市・世田谷区・昭島市）、神奈川県（川崎市・横浜市）、埼玉県（秩父市）、千葉県（船橋市・浦安市）、愛知県（瀬戸市・名古屋市・岡崎市）、静岡県（熱海市・伊東市）、京都府（左京区）、滋賀県（大津市）、兵庫県（尼崎市）、茨城県（筑西市）と広域に分布する。地形分類はローム台地（標高14〜144m）・砂礫質台地（標高91〜236m）・丘陵（標高35〜76m）・扇状地（標高10〜83m）・山地（標高18〜76m）・谷底低地（標高16m）・埋立地（標高0m）・干拓地（標高0m）と多岐にわたり、地質的均一性は低い。土地利用形態も、住宅密集地の銭湯（弘善湯・のぼり湯・三興湯）、鉄道駅直結の複合温泉施設（祭の湯・スパ&ホテル舞浜ユーラシア）、郊外型スパ施設（深大寺天然温泉 湯守の里・横浜青葉温泉 喜楽里別邸）、公営スポーツ複合施設（筑西遊湯館）、温泉観光地の日帰り施設（大湯・小川布袋の湯）など多様である。周辺施設も寺社・学校・競馬場・テーマパーク・陶磁器産業施設と幅広く、施設の立地文脈に統一性はない。
87,193,50,このクラスタの本質的特徴は「地域密着型の公衆浴場・日帰り温泉施設」である。ノード情報の大多数において amenity=public_bath が主要タグとして付与されており、旅館・ホテルを主体とする宿泊型温泉地ではなく、地元住民の生活インフラとして機能する入浴施設が中心を占める。黒川温泉（熊本）や雲仙温泉（長崎）のように全国的知名度を持つ観光温泉地も含まれるが、それらでさえ amenity=public_bath タグが付与された共同浴場・外来入浴施設として捉えられている。倉真赤石温泉・篠段温泉・桑田山温泉・千綿花房温泉など施設名のみで周辺情報が極めて乏しいノードが多数存在することも、観光的装飾を持たない素朴な地域浴場としての性格を裏付ける。すなわちこのクラスタは「観光地化の度合いを問わず、公衆浴場機能を核に持つ温泉施設群」として統一的に把握できる。,多様性が最も顕著に現れるのは「地形・標高・地質の幅広さ」と「施設規模・観光化度の格差」である。地形分類だけでも丘陵・山地・火山地・火山性丘陵・火山山麓地・谷底低地・砂礫質台地・ローム台地・山麓地と9種類に及び、標高も5.5m（火山地・不知火温泉）から786m（火山地・白鳥温泉上湯）まで約780mの幅がある。地質面では火山性地形（雲仙・霧島・阿蘇系）と非火山性の堆積地形（丘陵・砂礫質台地）が混在し、泉質の多様性を示唆する。施設規模では、ミシュラン二つ星の黒川温泉（旅館24軒・入湯手形制度）や世界遺産登録の温泉津温泉のような高度に観光化された温泉地から、周辺施設情報がほぼ皆無の単独浴場（倉真赤石温泉・篠段温泉等）まで極端な格差がある。また日之影温泉駅のように廃線跡を活用した鉄道転用型施設、あみーシャン大飯のような原子力立地地域の地域振興施設、道の駅不知火に併設された公共浴場など、立地背景・設置主体も多岐にわたる点がこのクラスタの変異幅を示している。
88,10,10,九州・山口の農村・里山地帯に点在する「地域密着型日帰り家族湯」クラスタ。各ノードに共通するのは、観光地化された大型旅館や温泉街ではなく、地元住民の生活圏内に溶け込んだ小規模公衆浴場（amenity=public_bath）としての性格である。「家族湯」「いこいの家」「ふれあい」といった施設名称、保育園・小学校・農地（landuse=farmland）との近接、住宅地道路（highway=residential）沿いの立地が、観光消費よりも日常的な地域福祉・生活インフラとしての機能を強く示している。菊鹿盆地の後背湿地や谷底低地という低平な農耕地形に多く分布することも、温泉が農村コミュニティの生活基盤に根ざしていることを裏付ける。,地形・地質・立地環境において顕著な多様性が認められる。地形分類は谷底低地（77.1m・26.4m・34.1m）、後背湿地（31.7m・34m）、砂礫質台地（18m・57.9m）、火山山麓地（554.7m）、火山地（91.6m）、丘陵（2.7m）と幅広く、標高も2.7mの海岸低地から554.7mの火山山麓まで分散する。地質的背景も阿蘇溶結凝灰岩・花崗岩・火山性地盤・沖積低地と多岐にわたる。周辺施設も保育園・小学校・農地・キャンプ場・海岸・展望台・道の駅と多様で、純農村型（菊鹿盆地）から海岸リゾート型（いろは島）、火山性山間型（長者乃湯・龍神温泉）まで立地文脈が大きく異なる。泉質もナトリウム炭酸水素塩冷鉱泉（日野温泉）やナトリウム塩化物泉（いろは島）など多様であり、「地域密着」という共通核を持ちながら、その地理的・地質的文脈は一様ではない。
89,66,50,このクラスタの本質的特徴は「公共福祉・地域振興複合型の日帰り入浴施設」である。各ノードの温泉・入浴施設は、純粋な温泉旅館や観光温泉地ではなく、コミュニティセンター（みやこ町）・社会福祉センター（稲築・飯塚）・スポーツランド（鹿児島ふれあいスポーツランド）・道の駅（佐俣の湯・ゆ～ぱるのじり）・B&G海洋センター（東浦サンパーク）・市営複合施設（袖ケ浦ガウランド・湖西アメニティプラザ）など、行政・福祉・スポーツ・地域交流機能と一体化した複合施設として立地している。有馬温泉（太閤の湯）や別府地獄（鬼石の湯）のような著名観光温泉も含まれるが、クラスタ全体の支配的傾向は「温泉入浴を核としつつ、地域住民の生活・福祉・余暇を支える公共的複合施設」という性格にある。周辺施設タグにamenity=community_centre・social_facility・sports_centreが繰り返し出現することがその根拠である。,最も多様性が見られる側面は「地形・地質的背景と施設の立地文脈」である。地形分類だけでも丘陵（多数）・火山山麓地・火山性丘陵・火山地・砂礫質台地・ローム台地・谷底低地・山地と全8類型が出現し、標高も13.5m（有田川温泉）から679.5m（雲仙温泉）まで幅広い。地質面では、火山性丘陵・火山山麓地ノード（鹿児島・熊本・長崎・大分）は火山活動由来の硫黄泉・炭酸水素塩泉・ラドン泉を持つのに対し、砂礫質台地・ローム台地ノード（恵那・袖ケ浦・湖西）は放射能冷鉱泉や人工加温施設が中心で泉質の多様性が際立つ。地域的にも九州（福岡・鹿児島・熊本・長崎・大分・宮崎・佐賀）・近畿（兵庫・大阪）・東海（愛知・岐阜・三重・静岡）・関東（千葉）・東北（宮城）・四国（香川・高知）と全国に分散し、炭鉱跡地の福祉施設（筑豊地域）から国立公園内の観光温泉（雲仙・別府）まで立地文脈も大きく異なる。周辺施設にはRVパーク・道の駅・高速道路SA・アウトレット隣接施設まで含まれ、ミクロな施設構成の多様性も顕著である。
90,18,18,このクラスタの本質的特徴は「生活圏密着型の公衆浴場温泉」である。川棚温泉（足湯・旅館街）、筑後川温泉（湯治向け）、人吉温泉（共同浴場5カ所）、熊入温泉（立ち寄り湯）、道の駅おおとう桜街道（温泉付き道の駅）、飯塚市穂波福祉総合センター「ほなみの湯」（福祉施設併設）など、いずれも観光リゾートではなく地域住民・通過者の日常的利用を主目的とした施設形態を示す。周辺施設にも郵便局・保育所・コミュニティセンター・道の駅・バスターミナルなど生活インフラが集積しており、温泉が地域コミュニティの結節点として機能している点がこのクラスタ固有の性質である。,地形分類の多様性が際立つ。砂礫質台地（川棚・萩の湯・ほなみの湯）、谷底低地（道の駅おおとう・せせらぎ・熊入・湯野温泉）、自然堤防（筑後川温泉・庄屋の湯）、後背湿地（スパ・プラザ湯遊・山水館）、火山性丘陵（相良路の湯）、ローム台地（山麓温泉）、三角州・海岸低地（長門市駅周辺）、干拓地（JAいこいのゆ）と実に8分類に及ぶ。標高も3.3m（干拓地）から453.5m（由布院・後背湿地）まで幅広い。地域も山口・香川・福岡・熊本・宮崎・鹿児島・大分と西日本全域に分散する。施設形態も福祉センター付帯浴場・道の駅温泉・旅館街・家族湯・コミュニティ施設と多岐にわたり、地形・地質・立地条件の均質性ではなく「地域密着型公衆浴場」という機能的類似性によってクラスタが形成されていることをこの多様性が逆説的に示している。
91,14,14,このクラスタの本質的特徴は「都市平地型・生活密着銭湯」である。各ノードの公衆浴場（amenity=public_bath）は、扇状地・砂州・後背湿地・自然堤防・三角州など標高0〜43m程度の低平な市街地地形に立地し、いずれも温泉街や観光地ではなく、住宅地・商店街・幹線道路沿いの日常生活圏に組み込まれている。周辺施設にはコンビニ・スーパー・歯科・郵便局・バス停など生活インフラが密集しており、「湯らぎの里」「巣本温泉」「玉の湯」「宝来湯」「調布弁天湯」「境南浴場」等の施設名からも観光志向ではなく地域住民の日常入浴需要に応える銭湯・公衆浴場としての性格が明確に読み取れる。ラジウム温泉（大阪新世界）のように観光色を帯びる例外もあるが、基本的には「街の中の湯」として機能する点がクラスタ全体を貫く核心的性質である。,最も多様性が見られる側面は「立地地形・地質と都市文脈の組み合わせ」である。地形分類だけでも扇状地（富士市・栃木市）、砂州・砂礫州（大阪新世界・船橋）、後背湿地（門真市）、自然堤防（足立区）、三角州・海岸低地（江戸川区）、ローム台地（横浜都筑区・大田区・武蔵野市・調布市）、砂礫質台地（堺市・狛江市）、丘陵（横須賀市）と極めて多岐にわたる。標高も0m（江戸川・足立）から61.5m（武蔵野市）まで幅広い。土地利用形態も、新世界のような歓楽街・観光地隣接型、港北ニュータウンのような計画的新興住宅地型、門真・堺のような大阪近郊工業・住宅混在型、栃木市の蔵の街観光地周辺型など多様である。周辺施設の密度・種類も、動物園・ラブホテル・高速道路が混在する新世界から、小学校・公園・住宅のみの閑静な住宅地まで大きく異なり、ミクロスケールでの都市環境の多様性がクラスタ内のバリエーションを形成している。
