CLUSTER_ID,CLUSTER_SIZE,SAMPLE_COUNT,CORE_TRAIT,VARIATION
67,6,6,急傾斜地に形成された石段軸型の観光商業街区：火山地・砂礫質台地・扇状地・三角州低地・後背湿地と地形分類は多岐にわたるが、全ノードに共通するのは「温泉街の石段・坂道・河川護岸などの地形的制約に沿って観光商業機能が線状・集積的に発達した街区」という構造的性質である。伊香保の石段街（365段）、飯坂の摺上川護岸斜面に張りつく駅舎・湯道坂・夜光院坂、諏訪の湖岸通り沿いの施設集積、赤湯の吉野川近傍の後背湿地上の商業集積など、いずれも地形的傾斜・水辺・段差を軸に旅館・飲食・土産・共同浴場が連続配置されている点が本質的特徴である。,地形分類・標高・土地利用形態・周辺施設構成・歴史的背景において顕著な多様性が認められる。【地形・標高】標高87〜765mと約680mの幅があり、火山地（伊香保：764.8m）・砂礫質台地（飯坂：99.9m・87.4m）・扇状地（長野川中島：352.8m）・三角州・海岸低地（諏訪：760.9m）・後背湿地（赤湯：214.5m）と地形分類が5種に及ぶ。【土地利用・施設構成】伊香保は射的場・民芸品・菓子・酒類・ロープウェイ等の観光特化型複合街区、飯坂は銀行・歯科・畳店・三味線教室・乾燥クリーニング等の生活サービスが混在する地域密着型、諏訪は重要文化財建築（片倉館）・美術館・酒蔵が共存する文化財集積型、赤湯は食肉店・青果店・ガソリンスタンド等の日常商業が主体の小規模温泉市街地と、観光特化度に大きな差がある。【歴史的背景】戦国期整備（伊香保）・江戸期豪農邸宅（飯坂堀切邸）・昭和期絹業資本（諏訪片倉館）・米沢藩湯治場（赤湯）と開発主体・時代が異なる点もノード情報から読み取れる。
68,18,18,九州・四国・山口・宮崎・群馬・宮城など西日本から東北にまたがる地方小都市・農村部において、谷底低地・後背湿地・扇状地・火山山麓地・ローム台地・砂礫質台地・旧河道・三角州など多様な低〜中位地形上に立地しながら、いずれも地域住民の日常生活圏内に公共・準公共的な入浴・福祉・交流施設が集積している点が共通する。特に「公設または公設民営の地域密着型複合施設」としての性格が際立ち、老人憩の家・在宅介護支援センター・ふれあいセンター・道の駅・市役所・警察署・小中学校など行政・教育・福祉インフラとの近接性が全ノードに一貫して認められる。これは単なる観光地や商業集積ではなく、地方自治体が主導する「生活インフラ複合拠点」としての土地利用パターンを示している。,地形分類の多様性が顕著で、谷底低地（有田町・熊本植木・熊本泗水・和歌山有田川）、後背湿地（大野城・下関豊田）、扇状地（うきは・八女・下関菊川）、火山山麓地（さつま町・宮崎新富）、ローム台地（熊本菊池・玉名岱明）、砂礫質台地（宮崎新富三納代）、旧河道（うきは吉井）、三角州・海岸低地（仙台若林）、山麓地（徳島神山）、山地（香川三豊）と10種類に及ぶ。標高も1.3m（仙台）から335.9m（群馬富士見）まで幅広い。土地利用面では、農村集落（有田川・八女・菊川）、窯業産地（有田町）、伝統的建造物群保存地区（うきは吉井）、震災復興跡地（仙台若林）、自衛隊基地隣接地（新富町）、ホタルの里（下関豊田）など、地域固有の産業・歴史・自然環境が多岐にわたる。周辺施設の構成も、道の駅型複合施設（香川三豊・群馬富士見・下関豊田・うきは）、市役所・警察署集積型（うきは吉井）、農業高校・支援学校隣接型（宮崎新富）、古墳・伝統建築隣接型（うきは・仙台）など、マクロスケールでの地域文脈が大きく異なる。
69,22,22,低平な堆積地形上に形成された生活密着型の都市・準都市空間。砂州・砂礫州・三角州・自然堤防・干拓地・後背湿地・扇状地末端など、河川・海岸の堆積作用に由来する軟弱・低標高地形が大半を占め、そこに住宅・商業・教育・交通インフラが重層的に展開している点が本クラスタの本質的特徴である。標高は1.5m〜71.3mと幅があるが、大多数のノードは20m以下の低地に集中しており、地形的脆弱性（洪水・津波・液状化リスク）を内包しながらも高密度な都市的土地利用が進んでいる。石巻市の砂州上の産婦人科・銭湯、江戸川区の三角州上の中学校・コンビニ、柳川市の干拓地上のスーパー・医院、仙台市の後背湿地上の地下鉄駅周辺施設など、いずれも堆積低地に根付いた日常的生活空間を形成している。,地形分類・標高・地域・土地利用の多様性が際立つ。【地形分類】砂州・砂礫州（石巻市・小松市）、三角州・海岸低地（江戸川区・土浦市）、自然堤防（柏原市・柳川市）、干拓地（土庄町・名古屋市）、後背湿地（仙台市・山鹿市・奈良市・京都市・むかわ町）、扇状地（松本市・松山市・浜松市・長野市・富士市・福島市）、ローム台地（古河市）、丘陵（東海市）と多岐にわたる。【標高】1.5m（江戸川区）から587.2m（松本市）まで約586mの高低差がある。【地域】北海道から九州まで全国に分散し、都市規模も政令市（仙台・名古屋・京都）から過疎町村（むかわ町・土庄町）まで幅広い。【土地利用】商業集積（松本城下・小松駅前）、工業地帯隣接（東海市・名古屋港区）、農村的景観（京都市伏見区・むかわ町）、観光地（小豆島・奈良市）など多様な形態が混在する。扇状地ノードだけでも標高6.9m（富士市）〜587.2m（松本市）と内部変動が大きく、地形分類名が同一でも実態は大きく異なる。
70,11,11,地方行政・生活圏の縁辺部に立地する、小規模な地域福祉・公共サービス集積地点。特別養護老人ホーム・グループホーム・訪問看護ステーション・老人福祉センターなど高齢者福祉施設が複数ノードにわたって一貫して出現しており、都市中枢ではなく旧町村単位の生活圏を支える末端インフラとしての性格が際立つ。廃駅・廃校・統廃合情報が随所に見られ、人口減少下における地域維持機能の集約点という固有の性質を示している。,地形分類は火山山麓地（垂水市・伊豆大島）、後背湿地（下関市豊田町）、山地（佐伯市弥生）、ローム台地（八街市）、砂礫質台地（伊豆市・加古川市）、谷底低地（出水市）、丘陵（高知市）、砂州・砂礫州（海陽町）、旧河道（吉野川市）と極めて多様であり、地形的均質性は皆無に等しい。地域も九州・四国・近畿・関東・伊豆諸島と全国に分散する。土地利用も道の駅複合施設・農地・住宅地・旧鉄道跡地・島嶼集落と幅広い。一方で、いずれも旧町村スケールの生活圏中心部という点では共通しており、マクロな地理的多様性の中にミクロな機能的共通性が潜む構造を持つ。
71,18,18,低〜中標高の多様な地形（扇状地・台地・谷底低地・埋立地・干拓地など）に立地しながら、いずれも公共交通・道路インフラが整備された「生活圏内の余暇・福祉複合拠点」としての性格を共有している点。単なる観光地でも純粋な住宅地でもなく、スポーツ施設・公園・福祉施設・商業施設が混在し、地域住民の日常的な余暇・健康・福祉需要を一体的に充足する場として機能している。坂戸市の運動公園（テニス・スポーツセンター）、つくばウェルネスパーク（プール・スポーツ施設）、幕張のJFA夢フィールド（サッカー施設）、厚木市林地区（スイミング・スポーツホール・商業施設）、日高市の総合福祉センター（介護支援・露天風呂）など、各ノードで余暇・健康・福祉機能の複合が一貫して確認できる。,地形分類の多様性が最も顕著で、扇状地（坂戸市・嵐山町・笛吹市）、ローム台地（東金市・つくば市2地点・さくら市）、谷底低地（常陸太田市・大田原市・厚木市・河津町）、埋立地（千葉市幕張）、干拓地（桑名市長島）、後背湿地（王寺町）、三角州・海岸低地（茨城県霞ヶ浦周辺）、砂礫質台地（日高市）、丘陵（木更津市）と9分類に及ぶ。標高も0.7m（干拓地）から293.8m（扇状地・笛吹市）まで幅広い。土地利用も、幕張の計画的新都市・研究学園都市（つくば）・城下町（大田原・喜連川）・農村集落（嵐山・春日居）・工業的埋立地（長島）と多岐にわたる。周辺施設も運動公園・ボウリング場・ゴルフ用品店・回転寿司・介護施設・浄水場・農地など、ミクロスケールでの土地利用形態は各ノードで大きく異なる。
72,28,28,このクラスタの本質的特徴は「山間・丘陵・火山地形に刻まれた河川沿い低地や段丘面への人的アクセス拠点性」である。標高は14.7m（谷底低地・愛媛）から683.2m（火山地・雲仙）まで広範に分布するが、谷底低地ノードでは飛騨川・吉野川・梅の木川・渡良瀬川支流など河川の存在が共通して確認でき、砂礫質台地・ローム台地・火山性丘陵ノードでも周辺に水系が記録されている。さらに道の駅・鉄道駅・国道・県道・バス停など交通インフラが各ノードに必ず付随し、山間僻地における「人が立ち寄れる結節点」として機能している点が一貫している。地形的孤立性と交通アクセス性の共存こそがこのクラスタを貫く固有の性質である。,地域面では和歌山・岐阜・山梨・群馬・長野・長崎・宮崎・高知・徳島・栃木・鹿児島・愛媛・兵庫・福岡と全国に分散し、地理的一体性はない。地形分類は谷底低地（6ノード）・砂礫質台地（4ノード）・山地（4ノード）・火山地（4ノード）・丘陵（3ノード）・火山性丘陵（2ノード）・ローム台地（1ノード）と多様で、標高も14.7m〜683.2mと約670mの幅がある。土地利用形態も、道の駅複合施設（土佐和紙工芸村・飛騨金山・津島）、鉄道駅併設型（水沼駅）、福祉施設隣接型（あだち園・吉松シルバーケアセンター）、モータースポーツリゾート隣接型（もてぎ）、国立公園内噴気地帯（雲仙）、河岸段丘上の城址周辺（知久平城・本山城）など多岐にわたる。周辺施設の充実度も、レストラン・宿泊・公園・博物館が揃う拠点から施設名のみ記録された孤立型まで差が大きく、ミクロスケールでの開発密度に顕著な差異が見られる。
73,11,11,このクラスタの本質的特徴は「河川侵食谷・山間盆地に形成された交通結節型集落」である。各ノードは標高60〜440m程度の山地・火山地に位置しながら、いずれも河川沿いの狭小な平地（谷底低地・河岸段丘）に集落核が形成されている点で共通する。杖立では筑後川支流の杖立川沿い、十津川村では十津川本流沿い、川湯では大塔川沿い、下部温泉では常葉川・下部川の合流点付近、天ヶ瀬では日田盆地縁辺の玖珠川沿いと、いずれも山地を刻む河川の谷筋に立地する。さらに鉄道駅（JR身延線・久大本線）、国道（168号・210号・438号）、道の駅といった交通インフラが各ノードに確認でき、山間孤立地でありながら広域交通の結節点として機能している構造が共通して読み取れる。,変異が最も顕著なのは「地形分類と標高帯の多様性」および「集落の行政・生活機能の充実度」である。地形分類では火山地（杖立・天ヶ瀬・安楽）、山地（十津川・ことなみ・穴吹・下部・川湯・下呂）、火山性丘陵（安楽）と三類型が混在し、標高も60m台（川湯・安楽）から437m（ことなみ）まで幅広い。行政機能面では、十津川村ノードに警察庁舎・診療所・郵便局・JAバンク・中学校・小学校・道の駅が集積する一方、穴吹（美馬市）やことなみ（まんのう町）は道の駅と宿泊施設のみで行政機能は希薄である。また下呂では温泉博物館・合掌村・薬局・菓子店など観光商業施設が高密度に集積するのに対し、川湯や安楽では民宿・共同浴場・食堂程度の小規模施設にとどまり、集落規模と都市的機能の充実度に大きな格差が見られる。
74,18,18,沿岸・島嶼部の低標高地形に立地する公共・観光複合拠点性。全ノードは標高0.4〜30.2mの低〜中位地形（砂州・砂礫州・磯・岩礁・埋立地・火山山麓地など）に位置し、いずれも海岸線や島嶼環境に近接する。周辺施設には駐車場・コミュニティセンター・道の駅・休暇村・キャンプ場・ゲートボール場・足湯・郵便局・コンビニ等が混在し、地域住民向けの生活インフラと観光客向けレクリエーション機能が同一地点に重層的に集積している。この「海縁の公共・観光複合集積」こそがクラスタ全体を貫く本質的性質であり、単なる海岸立地や観光地とは異なる、生活と観光の界面に位置する拠点性として捉えられる。,地形分類・標高・土地利用形態・地域・周辺施設構成の各軸で顕著な多様性が認められる。【地形】砂州・砂礫州（玉名市岱明・志賀島）、磯・岩礁（三島・式根島地鉈）、埋立地（長崎伊王島）、火山地・火山山麓地・火山性丘陵（不知火・串良・テイエム牧場）、丘陵（中種子町・川棚・白浜・肥前）、扇状地（黒部）、岩石台地（日向）、砂州・砂丘間低地（宮崎石崎）と地形分類が極めて多岐にわたる。標高も0.4m（式根島）から30.2m（串良）まで幅広い。【土地利用】住宅地・農地・草地・自然林・キャンプ場・港湾・公園が混在し、都市近郊（黒部・白浜）から離島（式根島・伊王島・三島）まで立地環境が大きく異なる。【周辺施設】道の駅・休暇村・コミュニティセンター・ガラス体験施設・養護老人ホーム・自転車道・ゲートボール場・ブレイクウォーターなど、施設の性格・規模・利用者層が多様であり、マクロには九州・中国・近畿・伊豆諸島・富山と広域に分散している点も変異の大きさを示す。
75,8,8,各ノードは火山山麓・後背湿地・三角州・谷底低地・丘陵・砂州・砂礫台地・ローム台地と地形分類が全て異なり、標高も0.5mから153.4mまで広範に分布する。しかし共通するのは「都市・郊外の生活インフラが集積した日常的な居住・商業空間」という性質である。食品メーカー本社・私立中高一貫校（沼津）、ファミレス・パチンコ・場外馬券売場・大型商業施設（境町・羽生）、科学館・図書館・高校群（新潟女池）、国道1号沿いの商業・宿泊施設（興津）、地下鉄ターミナル直結の副都心（仙台泉中央）、航空自衛隊基地隣接の駅前商業地（東松島矢本）、丘陵上の大規模集合住宅・福祉施設（町田多摩境）と、いずれも「生活サービスが面的に展開する郊外型複合市街地」の特徴を示す。地形的多様性にもかかわらず、UMAP+HDBSCANが同一クラスタに分類した本質は、地形種別を超えて共通する「郊外生活圏の複合的土地利用密度」にある。,【地域】北は宮城県東松島市・仙台市泉区、南は静岡県沼津市・静岡市清水区、東は新潟市、西は茨城県境町・埼玉県羽生市と、東日本の太平洋側・日本海側・内陸部にまたがる広域分布を示す。【地形・標高】火山山麓地（88.3m）・後背湿地（15.7m）・三角州（0.5m）・谷底低地（4.4m）・丘陵（153.4m）・砂州（2.6m）・砂礫質台地（39.3m）・ローム台地（14.8m）と8分類全て異なり、標高差は153mに及ぶ。【土地利用】沼津岡宮は食品製造業・教育施設が卓越し、羽生は宿泊・飲食・小売の複合ロードサイド型、新潟女池は公共文化施設（科学館・図書館・高校）の集積地、興津は幹線道路（国道1号）沿いの宿泊・商業、仙台泉中央は地下鉄ターミナル直結の計画的副都心、東松島矢本は軍民共用基地隣接の駅前商業地、町田多摩境は丘陵上の大規模住宅・福祉施設、境町は利根川河岸に立地する広域商業・娯楽施設と、土地利用形態が多岐にわたる。【周辺施設の多様性】鉄道駅（矢本・泉中央）、幹線国道（国道1号・国道354号）、高速道路IC（東名・圏央道・東北道）と交通結節点の種別も異なる。これらの多様性は、地形・地質・交通基盤の差異を反映しつつも、郊外生活圏という共通の機能的性質によって同一クラスタに収束した結果と解釈できる。
76,11,11,"九州火山帯の地熱・水系環境に根ざした、渓谷・河川沿いの小規模集落立地性

【根拠】ノード情報の大半（7/11ノード）が「火山性丘陵」に分類され、標高20〜700mの幅広い帯域に分布しながらも、ほぼ全ノードで「natural=water / water=river」が記録されており、河川・渓谷との近接性が一貫している。黒川温泉（田の原川沿い）・塩浸温泉（石坂川渓谷沿い）・長湯温泉（芹川沿い）・青井岳（河川・池近接）など、Wikipedia情報でも渓谷・河川沿いへの立地が繰り返し確認される。火山性地質が生み出す地熱と、それに伴う水系環境が、このクラスタの物理的基盤を形成している。","地形分類・標高・交通アクセス・土地利用形態における多様性

【根拠】地形分類は「火山性丘陵（7ノード）」が主体だが、「山地（2ノード：529m・237m）」「丘陵（1ノード：20.7m）」「谷底低地（1ノード：24.5m）」「海域（1ノード）」と多岐にわたる。標高も20m未満の低地から701mの高地まで幅広い。交通面では、国道57号・国道223号沿いの幹線道路立地（竹田市・霧島市）から、廃線跡（宮之城線針持駅）・JR日豊本線沿い（青井岳）・道路幅1.5m未満の細道（針持温泉）まで多様。土地利用も農地（landuse=farmland：姶良市）・駐車場・歩道・サービス道路など混在し、都市縁辺から山間僻地まで立地環境が大きく異なる。"
77,15,15,地域生活圏の中核機能を担う小規模市街地。各ノードに共通するのは、旅館・飲食店・理容・食料品店・医療機関・金融機関・郵便局・コンビニなど、住民の日常生活を支える多業種の施設が徒歩圏内に凝縮している点である。これは単なる観光地でも純農村でもなく、地方の温泉地・旧宿場町・旧村中心部に形成された「生活密着型の小核市街地」という固有の性質を示す。周辺施設タグにhighway=unclassified・highway=residential・highway=tertiary等が混在し、幅員3〜5.5mの生活道路網が卓越することも、大都市型ではなく地方小都市の生活圏核としての構造を裏付けている。,地形・標高・地質・地域・土地利用形態において顕著な多様性が見られる。【地形分類】後背湿地（標高214.5m）・自然堤防（3.2m〜217.8m）・三角州・海岸低地（25m）・砂礫質台地（58〜310m）・谷底低地（3.2〜75.7m）・扇状地（15.7m）と、氾濫原系・台地系・低地系が混在する。【地域】東北各県（山形・青森・宮城・福島）および兵庫県と広域に分散し、内陸盆地・海岸沿い・山麓台地・河川沿い低地と立地環境も多岐にわたる。【土地利用】農業集落（つがる市稲垣：farmland卓越）から観光商業集積（遠刈田・飯坂）、地方中心市街地（鶴岡・南陽）まで幅広い。【周辺施設の業種構成】こけし・民芸品・三味線教室（飯坂・遠刈田）、ヨットハーバー・水族館（浅虫）、農業関連施設（稲垣）など、地域固有の産業・文化資源の種類が大きく異なる点にも多様性が表れている。
78,58,50,このクラスタの本質的特徴は「地形的多様性を横断する生活密着型の小規模公衆浴場の遍在」である。ノード情報を通覧すると、火山山麓地（標高39.8m）・谷底低地・三角州・海岸低地・後背湿地・旧河道・砂州・砂礫州・干拓地・ローム台地・丘陵・扇状地・山地・岩石台地・火山地・火山性丘陵など、極めて多様な地形分類にわたって、いずれのノードにも amenity=public_bath が共通して存在する。これは単なる観光温泉地の集合ではなく、地形条件に依存せず地域住民の日常生活に根ざした入浴施設が立地するという「生活インフラとしての公衆浴場の普遍的分布」を示している。標高も-1.4m（干拓地）から382.2m（火山地）まで380m以上の幅があり、地形・標高・地質を問わず同一の施設類型が出現する点がこのクラスタ固有の性質である。,variationは「施設の運営主体・規模・複合機能の多様性」と「周辺土地利用・地域文脈の多様性」の両面に顕著に現れる。施設面では、コミュニティセンター併設型（三叉コミュニティセンター）、道の駅複合型（道の駅やよい・道の駅越前・道の駅ふれあいパークみの・道の駅くるら戸田）、大型リゾートホテル付帯型（ラフォーレ修善寺・かんぽの宿柳川）、保健福祉センター一体型（柳川総合保健福祉センター水の郷）、ショッピングセンター内温浴施設（マーゴの湯）、足湯・サウナ・家族湯など形態も多岐にわたる。周辺土地利用では、水郷・堀割が卓越する三角州低地（柳川市）、重要伝統的建造物群保存地区を擁する旧河道（うきは市）、廃線跡が自転車道に転用された谷底低地（植木温泉）、海底ケーブル陸揚局が集中する海岸低地（南房総市）、現代美術館が立地する谷底低地（津奈木町）など、地域の歴史・産業・文化的文脈が大きく異なる。地質面でも火山性凝灰岩基盤（橘木城周辺）から干拓地（木曽岬）まで幅広く、ミクロな施設形態からマクロな地域構造まで多様性が際立つ。
79,15,15,"地域固有の信仰・歴史的権威を核とした観光集積地

このクラスタの本質は、神社・宗教的権威（彌彦神社・刈田嶺神社・安具里夢神社など）や歴史的街道（七ヶ宿街道）を核として、その周辺に観光・商業・交通インフラが重層的に集積している点にある。弥彦駅の寺社造り駅舎が彌彦神社本殿を模した意匠を持つこと、遠刈田温泉街に刈田嶺神社の里宮が立地すること、道の駅あぐりーむ昭和に安具里夢神社が設けられていること、三朝温泉街に大綱引き資料館や郷土文化施設が集まることなど、各ノードで宗教・歴史的拠点が観光集積の核として機能している構造が共通して見られる。","地形・土地利用・地域規模において著しく多様なクラスタである。

地形分類は山麓地（標高20.5m）・自然堤防（6.3m・20.9m）・後背湿地（9.5m）・三角州・海岸低地（1.7m・0.7m）・谷底低地（411m・73.1m・338.3m）・扇状地（31m・382.2m・99.1m）・砂礫質台地（310.2m・309m）・火山地（492.8m）と極めて多岐にわたる。標高も0.7mの東郷湖岸の埋立地から492.8mの火山地まで幅広い。土地利用も、越後平野の農業的自然堤防（須田コミュニティセンター周辺・農事組合法人）、岡山県北の山間過疎集落（阿波村・谷底低地）、富山市郊外の扇状地上の広域複合施設（とやま健康パーク）、宮城県南西端の山間小町（七ヶ宿・谷底低地）など、農村・山村・湖岸観光地・都市近郊施設群と多様。周辺施設も鉄道駅・競輪場・運転免許試験場・バイオリン美術館・道の駅・コミュニティセンターと幅広く、マクロには東北・北陸・山陰・関東甲信越にまたがる広域分布も際立った多様性を示している。"
80,15,15,このクラスタの本質的特徴は「低平な堆積性低地・軟弱地盤帯への公共福祉施設の集積」である。標高が-0.1m〜27.8mと幅があるものの、後背湿地（埼玉県加須市・岐阜県羽島市）、三角州・海岸低地（岐阜県海津市・新潟市・兵庫県南あわじ市・福島県新地町）、干拓地（岡山県倉敷市）、旧河道（埼玉県幸手市）など、大半のノードが河川氾濫原・沿岸堆積地形に立地している。こうした地形は農業的土地利用の歴史が長く、近代以降に公共施設用地として転用されやすい。周辺施設を見ると、公衆浴場・老人福祉センター・保健福祉総合センター・社会福祉施設・コミュニティバス停留所が反復して登場しており、地域住民の生活インフラとしての公共福祉機能が低地帯に集中して配置されているという構造的共通性が際立つ。,変異が最も顕著なのは「地形分類と標高の多様性」と「周辺土地利用・地域文脈の差異」である。地形分類は後背湿地・三角州・海岸低地・旧河道・干拓地・谷底低地・丘陵・砂礫質台地・砂丘と9種に及び、標高も-0.1m（岐阜県海津市）から61m（兵庫県南あわじ市）まで幅広い。土地利用面では、水田・農地卓越の農村型（埼玉県加須市礼羽・岐阜県羽島市桑原町）、輪中・干拓地の水郷型（岐阜県海津市・岡山県倉敷市藤戸）、沿岸漁業・観光型（兵庫県南あわじ市・宮城県七ヶ浜町）、鉄道沿線の都市近郊型（福島県新地町・新潟県柏崎市）と多岐にわたる。地質的背景も、木曽三川デルタの沖積低地、讃岐山脈麓の扇状地、松島丘陵の丘陵端部など地域ごとに異なる。周辺施設においても、コミュニティバス・路線バス拠点（加須市・常陸太田市・幸手市）、スポーツ施設複合型（七ヶ浜町・柏崎市）、農業体験・歴史文化施設隣接型（涌谷町・大野原町）と施設構成が多様であり、ミクロスケールでの地域個性が強く残っている。
81,9,9,巡礼・信仰空間と近代土木・レジャー基盤が重層する「文化的結節地形」。砂礫質台地・ローム台地・火山山麓地・谷底低地・火山性丘陵と多様な地形分類を横断しながら、秩父三十四箇所霊場の札所寺院（音楽寺・童子堂）、明治農民運動の史跡、斜張橋・RC桁橋などの近代土木構造物、県営リゾート公園、スケートリンク、美術館が一体的に分布する点に、このクラスタ固有の性質が凝縮されている。単なる自然地形や都市機能の集積ではなく、歴史的・宗教的・工学的・観光的レイヤーが地形の起伏に沿って積み重なる「多層的文化結節点」であることが本質的特徴である。,地形分類は砂礫質台地（331m・118m）、ローム台地（392m）、谷底低地（497m）、火山山麓地（425m・686m・724m・888m）、火山性丘陵（348m）と6種に及び、標高も118mから888mまで約770mの幅を持つ。地域的にも埼玉県秩父市（秩父盆地周縁）、栃木県日光市（日光火山群山麓）、神奈川県箱根町（箱根カルデラ内）、宮城県仙台市（秋保台地）と関東・東北の広域に分散する。土地利用形態も、霊場巡礼路・明治巡礼古道（秩父）、国際規格アイスホッケーリンク・屋外スケートリンク（日光霧降）、富士箱根伊豆国立公園内の美術館・ロープウェイ駅（箱根仙石原）、総合保養地域整備法に基づく県営公園（秩父ミューズパーク）、宿泊施設併設の砂礫台地（仙台秋保）と多岐にわたる。周辺施設タグにもamenity=place_of_worship・tourism=camp_site・leisure=sports_centre・highway=bus_stop（ロープウェイ連絡）など多様な施設種別が混在しており、ミクロスケールでの土地利用の異質性が際立つ。
82,27,27,地域住民の日常生活圏に根ざした公設・公益型入浴施設の集積地。各ノードには福祉センター（高串温泉・肥前町福祉センター、小郡市総合保健福祉センターあすてらす、牧園町老人福祉センター、県民健康プラザ健康増進センター）、在宅介護支援センター・グループホーム（こばやし温泉美人の湯、溝辺ふれあい温泉センター周辺）、老人憩いの家（高串温泉）など、行政・社会福祉系施設との複合立地が繰り返し確認される。民間スーパー銭湯（湯吉郎、森の湯）や観光拠点型施設（夢古道おわせ、霞浦の湯）も含まれるが、クラスタ全体を貫く本質は「公共福祉インフラとしての入浴機能」であり、レジャー・観光よりも生活支援・地域医療・高齢者ケアとの結節点として機能している点が固有の性質である。,地形・標高・地質・土地利用・周辺施設の各軸で多様性が際立つ。【地形】谷底低地（標高3.7m〜268m）・後背湿地・自然堤防・三角州・海岸低地・砂礫質台地・ローム台地・扇状地・丘陵・火山性丘陵・火山山麓地・火山地と、ほぼ全地形分類が出現する。【標高】1.6m（佐賀県唐津市丘陵）から297.2m（静岡県三島市火山地）まで幅広い。【地域】熊本県山鹿市周辺（複数ノード）・鹿児島県各地・宮崎県・三重県・茨城県・千葉県・愛知県・京都府・香川県・大分県・佐賀県・和歌山県と全国に分散し、九州内陸温泉地帯への偏在と関東・近畿・東海への散在が共存する。【周辺施設】廃線跡自転車道（伊知坊駅跡）・球技専用スタジアム（亀岡）・ゴルフ場（三島）・太陽光発電所（姶良市）・古墳群（宇佐市）・熊野古道センター（尾鷲市）・水門・ポンプ場（霞浦）など、土地利用形態の多様性が顕著である。
83,8,8,火山性・山地性地形を基盤とした地方分散型の公共福祉・地域拠点施設の集積地。各ノードは標高73.9m〜716mの幅広い高度帯に分布し、火山性丘陵・火山地・山地・山麓地・丘陵・谷底低地と多様な地形分類を示すが、共通して「地域住民の生活インフラを担う公共施設（公民館・社会福祉センター・道の駅・郵便局・消防署・鉄道駅）」が温浴施設と複合的に立地している点が本質的特徴である。単なる観光地や自然地ではなく、過疎・中山間地域における行政・福祉・交通の結節点として機能している地点群であり、地域コミュニティの維持装置としての役割がノード情報全体を通じて一貫して確認できる。,【地形・標高】標高73.9m（山口県美祢市・丘陵）から716m（熊本県小国町・火山地）まで約640mの高度差があり、地形分類も火山地・火山性丘陵・山地・山麓地・丘陵・谷底低地と多岐にわたる。【地質・地域背景】山口県美祢市ノードは秋吉台カルスト台地の周縁部に位置し、石灰岩地質を背景とする「カルストの湯」という施設名が地質的個性を示す。一方、熊本・大分ノードは九重連山・阿蘇火山系の火山性地質を基盤とする。【土地利用・周辺施設】鳥取県八頭町ノードは千代川水系八東川中流域の谷底低地に立地し、社会福祉法人運営の地域福祉センターと複合する福祉型利用形態を示す。徳島県つるぎ町ノードは郵便局・山間集落小学校跡地周辺に位置し、行政サービス複合型の立地を示す。山口県山口市阿東ノードは国道9号沿いの道の駅として交通結節点型の土地利用を示す。大分県竹田市ノードは国道57号・豊肥本線豊後竹田駅周辺の都市機能集積地に立地し、他ノードと比較して交通インフラ密度が高い。【マクロ視点】西日本（九州・中国・四国）の中山間地域に広く分散しており、特定の地域ブロックに偏らない広域分布を示す。
84,26,26,九州南北にまたがる低・中標高帯（標高4〜268m）において、谷底低地・後背湿地・自然堤防・火山山麓地・火山性丘陵・ローム台地・砂礫質台地・砂丘・丘陵・山地など多様な地形分類を横断しながらも、いずれのノードも「地域住民の日常生活圏に根ざした小規模公共インフラ（バス停・郵便局・コミュニティセンター・老人福祉施設・道の駅・小中学校等）が密集する生活基盤集積地点」という共通性を持つ。すなわち、このクラスタの本質的特徴は「地形的多様性を超えて均質に分布する、地方生活圏の公共サービス結節点」である。菊池市泗水地区の道の駅・支所・学校群、荒尾市の住宅地・警察署・小学校、日置市の郵便局・中学校・神社、天草市の小学校・支所・中学校など、各ノードで複数の公共施設が重複して出現することがその根拠である。,【地形・標高の多様性】標高4.4m（砂丘：加世田海浜）から268m（谷底低地：溝辺）まで幅広く、地形分類も谷底低地・後背湿地・自然堤防・火山山麓地・火山性丘陵・ローム台地・砂礫質台地・砂丘・丘陵・山地と10種類以上に及ぶ。火山性地形（火山山麓地・火山性丘陵）は鹿児島県側に集中し、後背湿地・自然堤防・谷底低地は菊池川・氷川・菊池川支流など河川沿いの熊本県側に多い傾向がある。【土地利用・周辺施設の多様性】ノードによって、道の駅（泗水・東陽）、廃線跡公園（入来・日置）、特攻平和祈念館（万世）、流鏑馬神社（四十九所神社）、新幹線駅周辺（新玉名）、住宅団地（妙円寺）など、観光・歴史・交通・居住と用途が大きく異なる。道路規格も国道（226・387・443号等）から幅1.5m未満の生活道路まで混在し、橋梁・歩道・横断歩道等の付帯施設の有無もノード間で差異が大きい。【地質・地域の多様性】阿蘇溶結凝灰岩・中生代花崗岩・シラス（岩戸火砕流溶結凝灰岩）・石灰岩・砂丘砂など基盤地質が多様で、熊本県（菊池市・荒尾市・八代市・天草市・玉名市）と鹿児島県（薩摩川内市・日置市・霧島市・肝付町・南さつま市）にまたがる広域分布を示す。
